Station,Date,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),LAT,LONG
Ang Mo Kio,2021-10-10,24.8,28.2,32.2,24.8,6.2,46.1,1.3764,103.8492
Ang Mo Kio,2021-10-11,0,29.9,33.7,26.4,6.7,27.8,1.3764,103.8492
Ang Mo Kio,2021-10-12,0,30.5,34.2,28.5,5.8,25.2,1.3764,103.8492
Ang Mo Kio,2021-10-13,0.2,30.1,33.6,28.3,7,27.4,1.3764,103.8492
Ang Mo Kio,2021-10-14,0,30.2,33.9,28.4,7.2,28.9,1.3764,103.8492
Ang Mo Kio,2021-10-15,0,30.3,34.3,25.2,6.9,40.4,1.3764,103.8492
Ang Mo Kio,2021-10-16,0,29.9,34.2,28.3,6.8,26.7,1.3764,103.8492
Ang Mo Kio,2021-10-17,60,27.3,31.9,23.3,4.3,42,1.3764,103.8492
Ang Mo Kio,2021-10-18,2.4,27.5,31.2,25.2,3.6,25.9,1.3764,103.8492
Ang Mo Kio,2021-10-19,1.8,28.9,33.4,25.9,5.1,28.2,1.3764,103.8492
Ang Mo Kio,2021-10-20,20,26.3,30.4,24.1,5.8,29.4,1.3764,103.8492
Ang Mo Kio,2021-10-21,17.6,26.5,32.7,24.7,4.9,25.9,1.3764,103.8492
Ang Mo Kio,2021-10-22,0,27.6,32.4,25.3,4.5,29.4,1.3764,103.8492
Ang Mo Kio,2021-10-23,9.8,27.1,32.3,25.3,3.5,31.3,1.3764,103.8492
Ang Mo Kio,2021-10-24,20.4,27.4,34,24.7,4.1,27,1.3764,103.8492
Ang Mo Kio,2021-10-25,2.6,27.5,31.5,25.3,4,29.4,1.3764,103.8492
Ang Mo Kio,2021-10-26,30.6,28.4,33.3,24.9,3.7,19.4,1.3764,103.8492
Ang Mo Kio,2021-10-27,0,29.3,33.7,24.8,6.3,28.5,1.3764,103.8492
Ang Mo Kio,2021-10-28,1.2,28.1,29.6,25.4,4.6,31.3,1.3764,103.8492
Ang Mo Kio,2021-10-29,0,29.1,33,26.3,7.1,30.2,1.3764,103.8492
Ang Mo Kio,2021-10-30,0.4,28.9,33.5,26.2,5.8,42.4,1.3764,103.8492
Ang Mo Kio,2021-10-31,1.8,27.8,32.6,26,3.9,24.8,1.3764,103.8492
Ang Mo Kio,2021-11-01,5.4,26.7,31.9,25,4.1,23,1.3764,103.8492
Ang Mo Kio,2021-11-02,50.6,26.2,31.4,23.6,4.7,29.4,1.3764,103.8492
Ang Mo Kio,2021-11-03,1.4,27,31.6,24.3,4.1,23,1.3764,103.8492
Ang Mo Kio,2021-11-04,6.6,27,33.5,24.4,3.9,29.8,1.3764,103.8492
Ang Mo Kio,2021-11-05,29.8,26.2,32,23.2,3.8,22.6,1.3764,103.8492
Ang Mo Kio,2021-11-06,1,28.2,33.4,24.7,3.8,24.8,1.3764,103.8492
Ang Mo Kio,2021-11-07,4,27.4,29.9,25.9,3.9,18,1.3764,103.8492
Ang Mo Kio,2021-11-08,0.4,27.3,30.5,25.4,4.1,16.9,1.3764,103.8492
Ang Mo Kio,2021-11-09,25.6,26.9,33.3,23.5,4.7,36.3,1.3764,103.8492
Ang Mo Kio,2021-11-10,14.4,25.9,28.5,23.9,5.9,33.9,1.3764,103.8492
Ang Mo Kio,2021-11-11,0.8,27.5,31.7,24.3,7.4,32.8,1.3764,103.8492
Ang Mo Kio,2021-11-12,1.4,27.9,32,23.6,7.3,37.4,1.3764,103.8492
Ang Mo Kio,2021-11-13,2.4,27,29,24.2,5.1,33.2,1.3764,103.8492
Ang Mo Kio,2021-11-14,0,29.1,34.3,26.2,4.6,21.3,1.3764,103.8492
Ang Mo Kio,2021-11-15,0,27.9,30.5,26.6,5.1,23.7,1.3764,103.8492
Ang Mo Kio,2021-11-16,0,28.4,32.8,25.7,4.6,22.6,1.3764,103.8492
Ang Mo Kio,2021-11-17,0.4,28.2,32.9,24.9,4.9,36.7,1.3764,103.8492
Ang Mo Kio,2021-11-18,33,27.2,30.7,22.9,4.9,30.9,1.3764,103.8492
Ang Mo Kio,2021-11-19,0,28.2,32.9,25.4,4.7,25.6,1.3764,103.8492
Ang Mo Kio,2021-11-20,2.4,27,29.7,24,3.6,32,1.3764,103.8492
Ang Mo Kio,2021-11-21,24.6,27.4,33.6,24.9,3.9,29.1,1.3764,103.8492
Ang Mo Kio,2021-11-22,0.4,28.4,33.8,25.1,4.8,23,1.3764,103.8492
Ang Mo Kio,2021-11-23,5.8,26.5,30.6,24.5,3.6,22.4,1.3764,103.8492
Ang Mo Kio,2021-11-24,9.2,25.6,26.9,24.1,3.2,14.1,1.3764,103.8492
Ang Mo Kio,2021-11-25,0,27.9,33.4,24.4,4,16.9,1.3764,103.8492
Ang Mo Kio,2021-11-26,0,28.5,33.3,25.3,5.9,27,1.3764,103.8492
Ang Mo Kio,2021-11-27,17.2,27.9,33.7,23.8,4.7,30.9,1.3764,103.8492
Ang Mo Kio,2021-11-28,0,28.6,31.9,26,5.1,24.8,1.3764,103.8492
Ang Mo Kio,2021-11-29,0,29.7,33.5,26.1,7.8,35.6,1.3764,103.8492
Ang Mo Kio,2021-11-30,0,30.8,34.1,27.2,5.6,27.4,1.3764,103.8492
Ang Mo Kio,2021-12-01,0,30.4,34.1,27,6.3,27,1.3764,103.8492
Ang Mo Kio,2021-12-02,10.8,25.9,28.5,22.7,5.3,35.9,1.3764,103.8492
Ang Mo Kio,2021-12-03,0,27.1,30.8,24.7,6.1,33.2,1.3764,103.8492
Ang Mo Kio,2021-12-04,0,27.3,31.1,25.5,7.6,36.3,1.3764,103.8492
Ang Mo Kio,2021-12-05,0,27.2,29.7,25.7,7.4,28.9,1.3764,103.8492
Ang Mo Kio,2021-12-06,0,27.6,31.4,25.5,7.4,27.8,1.3764,103.8492
Ang Mo Kio,2021-12-07,0,27.9,31.9,25.3,8.8,36.7,1.3764,103.8492
Ang Mo Kio,2021-12-08,0,27.7,31.3,25.7,9.3,40.7,1.3764,103.8492
Ang Mo Kio,2021-12-09,0,27.8,32.1,25.4,8.1,33.9,1.3764,103.8492
Ang Mo Kio,2021-12-10,19.4,26.7,31.9,24.4,6.4,29.8,1.3764,103.8492
Ang Mo Kio,2021-12-11,5.6,26.5,31.1,25.1,5.4,35.9,1.3764,103.8492
Ang Mo Kio,2021-12-12,0,26.5,29.1,25.3,6.2,25.9,1.3764,103.8492
Ang Mo Kio,2021-12-13,0,26.9,30,25.1,6.7,40.7,1.3764,103.8492
Ang Mo Kio,2021-12-14,0,28,31.4,25.9,7.3,35.6,1.3764,103.8492
Ang Mo Kio,2021-12-15,0.8,27.9,31.5,25.9,6,27.8,1.3764,103.8492
Ang Mo Kio,2021-12-16,0,28.6,32.2,25.9,7.3,33.5,1.3764,103.8492
Ang Mo Kio,2021-12-17,13,27.1,30.8,24.9,8.1,38.5,1.3764,103.8492
Ang Mo Kio,2021-12-18,15.6,27.7,32.3,24.6,5.3,28.2,1.3764,103.8492
Ang Mo Kio,2021-12-19,18,27.2,31,23.6,5.9,29.8,1.3764,103.8492
Ang Mo Kio,2021-12-20,0,27.6,32,24.9,5.9,23,1.3764,103.8492
Ang Mo Kio,2021-12-21,0,28.2,34.5,25.2,6.2,28.9,1.3764,103.8492
Ang Mo Kio,2021-12-22,0,28,32.7,26.1,5.4,22.6,1.3764,103.8492
Ang Mo Kio,2021-12-23,15,27.4,31.4,25,3.7,18.3,1.3764,103.8492
Ang Mo Kio,2021-12-24,3.8,27.9,32.9,25.4,5.1,23.3,1.3764,103.8492
Ang Mo Kio,2021-12-25,3.8,27.8,32.3,25.4,5.7,24.1,1.3764,103.8492
Ang Mo Kio,2021-12-26,5.5,27.6,31.6,25.3,5.6,25.1,1.3764,103.8492
Ang Mo Kio,2021-12-27,0,27.5,31.3,25,6.2,29.5,1.3764,103.8492
Ang Mo Kio,2021-12-28,0,28,32.7,25.2,7.9,31.3,1.3764,103.8492
Ang Mo Kio,2021-12-29,7,27.3,30.8,25.6,5.3,25.6,1.3764,103.8492
Ang Mo Kio,2021-12-30,21.4,27.1,30.5,24.1,5.3,31.7,1.3764,103.8492
Ang Mo Kio,2021-12-31,56.6,25.1,26.7,22.9,5.3,28.5,1.3764,103.8492
Ang Mo Kio,2022-01-01,26.4,25.1,29.8,23.5,4.1,27,1.3764,103.8492
Ang Mo Kio,2022-01-02,85.8,23.8,24.6,22.9,4.3,29.4,1.3764,103.8492
Ang Mo Kio,2022-01-03,2.4,25.8,30.8,23.3,4.7,30.6,1.3764,103.8492
Ang Mo Kio,2022-01-04,11.8,25.8,30.3,24.1,5.4,34.6,1.3764,103.8492
Ang Mo Kio,2022-01-05,0.2,28,33.7,24.9,6.6,29.8,1.3764,103.8492
Ang Mo Kio,2022-01-06,0,28.2,32.6,25.6,7.2,35,1.3764,103.8492
Ang Mo Kio,2022-01-07,76,27.4,32.4,24.5,6.1,28.9,1.3764,103.8492
Ang Mo Kio,2022-01-08,0.2,27.2,30.8,25.2,7.5,31.7,1.3764,103.8492
Ang Mo Kio,2022-01-09,0.4,27.6,31.2,25.3,7.9,34.6,1.3764,103.8492
Ang Mo Kio,2022-01-10,0,27.6,32,25.2,8.4,34.3,1.3764,103.8492
Ang Mo Kio,2022-01-11,0,27.5,32,24.9,7.6,31.3,1.3764,103.8492
Ang Mo Kio,2022-01-12,0,27.3,31.9,24.9,9.3,37,1.3764,103.8492
Ang Mo Kio,2022-01-13,0,27.2,32,24.2,8.4,30.6,1.3764,103.8492
Ang Mo Kio,2022-01-14,0,27.2,31.4,24.6,8.6,34.6,1.3764,103.8492
Ang Mo Kio,2022-01-15,0,27.6,32.6,25.1,8.4,31.7,1.3764,103.8492
Ang Mo Kio,2022-01-16,0,27.7,31.8,25.3,9.1,35.2,1.3764,103.8492
Ang Mo Kio,2022-01-17,0,27.3,30.2,25.5,8.7,34.3,1.3764,103.8492
Ang Mo Kio,2022-01-18,0,27.6,31.7,25,9.4,38.2,1.3764,103.8492
Ang Mo Kio,2022-01-19,8.6,26.7,30.6,23,8.1,38.5,1.3764,103.8492
Ang Mo Kio,2022-01-20,1.6,27.1,31.8,25.2,6.7,30.2,1.3764,103.8492
Ang Mo Kio,2022-01-21,0,27.3,32.5,24.4,8.4,33.9,1.3764,103.8492
Ang Mo Kio,2022-01-22,0,27.6,33,24.7,7,27,1.3764,103.8492
Ang Mo Kio,2022-01-23,0,27.8,33.3,24.8,6,26.7,1.3764,103.8492
Ang Mo Kio,2022-01-24,0,27.8,33.8,24.9,5.5,23,1.3764,103.8492
Ang Mo Kio,2022-01-25,0,27.9,32.9,24.7,8.1,29.4,1.3764,103.8492
Ang Mo Kio,2022-01-26,0,28,33.1,25.4,6.5,29.4,1.3764,103.8492
Ang Mo Kio,2022-01-27,0,27.8,32.7,25.3,6.9,30.9,1.3764,103.8492
Ang Mo Kio,2022-01-28,0,28.2,33.9,24.8,7.3,32,1.3764,103.8492
Ang Mo Kio,2022-01-29,0,27.9,33.5,25,6.9,31.3,1.3764,103.8492
Ang Mo Kio,2022-01-30,21,27.1,33.6,24.3,6,28.2,1.3764,103.8492
Ang Mo Kio,2022-01-31,0,27.8,33.1,24.8,6.9,30.9,1.3764,103.8492
Ang Mo Kio,2022-02-01,0,27.8,32.6,25.3,7.9,38.9,1.3764,103.8492
Ang Mo Kio,2022-02-02,0,28.1,32.3,25,6.4,30.9,1.3764,103.8492
Ang Mo Kio,2022-02-03,0,28.4,33.4,25.4,8.5,38.2,1.3764,103.8492
Ang Mo Kio,2022-02-04,0.2,28.4,32.6,26,9.7,40.4,1.3764,103.8492
Ang Mo Kio,2022-02-05,3.6,27.4,32,25.5,8.4,35.9,1.3764,103.8492
Ang Mo Kio,2022-02-06,11.4,26,29.7,24.4,5,30.2,1.3764,103.8492
Ang Mo Kio,2022-02-07,1.6,26.4,29.2,24.5,6.5,24.4,1.3764,103.8492
Ang Mo Kio,2022-02-08,0.8,26.6,31,24.1,5.6,28.5,1.3764,103.8492
Ang Mo Kio,2022-02-09,20,25.9,31.6,24,4.6,39.3,1.3764,103.8492
Ang Mo Kio,2022-02-10,16.4,24.4,25.5,23.5,4.6,19.8,1.3764,103.8492
Ang Mo Kio,2022-02-11,5.4,25.3,28.8,23.2,5,31.7,1.3764,103.8492
Ang Mo Kio,2022-02-12,0.8,27.1,31.9,23.9,6,32.4,1.3764,103.8492
Ang Mo Kio,2022-02-13,3.8,27,32.2,24.9,5.3,20.2,1.3764,103.8492
Ang Mo Kio,2022-02-14,0.4,27.6,31.8,25,6.4,26.3,1.3764,103.8492
Ang Mo Kio,2022-02-15,0,28.3,32.4,26.2,8.1,31.7,1.3764,103.8492
Ang Mo Kio,2022-02-16,9.6,26.3,28.3,22.6,4.4,55.4,1.3764,103.8492
Ang Mo Kio,2022-02-17,0,27.8,32.6,23.4,6.2,35.2,1.3764,103.8492
Ang Mo Kio,2022-02-18,0,28.7,32.7,26.4,8.2,28.5,1.3764,103.8492
Ang Mo Kio,2022-02-19,0.2,28,32.4,26,5.5,39.3,1.3764,103.8492
Ang Mo Kio,2022-02-20,33.6,27.1,34.9,22.7,5,43.5,1.3764,103.8492
Ang Mo Kio,2022-02-21,0,28.1,32.7,25.2,7,32.4,1.3764,103.8492
Ang Mo Kio,2022-02-22,0,28,32.7,25.1,7.4,32.8,1.3764,103.8492
Ang Mo Kio,2022-02-23,0,27.6,32.1,25.7,7.3,34.6,1.3764,103.8492
Ang Mo Kio,2022-02-24,17.8,25.1,27.6,23.4,6.3,35.6,1.3764,103.8492
Ang Mo Kio,2022-02-25,17.8,26.9,33,23.3,6.5,35.2,1.3764,103.8492
Ang Mo Kio,2022-02-26,0,27,29.8,25.1,4.6,23.3,1.3764,103.8492
Ang Mo Kio,2022-02-27,37.4,26.2,30.2,23.2,5.8,31.7,1.3764,103.8492
Ang Mo Kio,2022-02-28,0,27.5,32.1,24.7,8.4,34.6,1.3764,103.8492
Ang Mo Kio,2022-03-01,0,27.7,32.6,25.4,6.8,29.8,1.3764,103.8492
Ang Mo Kio,2022-03-02,64,26.9,32.8,22.4,6.7,50,1.3764,103.8492
Ang Mo Kio,2022-03-03,23.6,27.2,33.3,23.5,5.6,27,1.3764,103.8492
Ang Mo Kio,2022-03-04,0,27.6,31.1,25.6,7.1,29.4,1.3764,103.8492
Ang Mo Kio,2022-03-05,69.4,27.3,33.6,22.2,5,41.1,1.3764,103.8492
Ang Mo Kio,2022-03-06,0,27.2,31.7,25.3,3.7,17.6,1.3764,103.8492
Ang Mo Kio,2022-03-07,55.8,27,32.4,23.8,6.1,31.7,1.3764,103.8492
Ang Mo Kio,2022-03-08,0,27.9,31.9,25.3,5.6,25.2,1.3764,103.8492
Ang Mo Kio,2022-03-09,0.6,27.8,31.5,25.7,7.3,32,1.3764,103.8492
Ang Mo Kio,2022-03-10,14.2,27.5,31.7,22.5,7.3,35,1.3764,103.8492
Ang Mo Kio,2022-03-11,2.8,27.6,33.7,25.7,5.6,25.6,1.3764,103.8492
Ang Mo Kio,2022-03-12,0,28,34.5,24.9,6,27.4,1.3764,103.8492
Ang Mo Kio,2022-03-13,0,28.7,35.4,25.3,5.2,22.6,1.3764,103.8492
Ang Mo Kio,2022-03-14,0.8,28.4,33.5,25.8,5.6,24.1,1.3764,103.8492
Ang Mo Kio,2022-03-15,27.2,26.3,32.2,23.1,5.3,32.4,1.3764,103.8492
Ang Mo Kio,2022-03-16,2.8,28,32.7,24.7,4.4,21.3,1.3764,103.8492
Ang Mo Kio,2022-03-17,25.6,27.6,32,25.3,4.1,20.6,1.3764,103.8492
Ang Mo Kio,2022-03-18,0,28.7,33.6,25.5,5.2,24.4,1.3764,103.8492
Ang Mo Kio,2022-03-19,0,30.1,36.2,26.8,5.7,23.7,1.3764,103.8492
Ang Mo Kio,2022-03-20,0,29.3,33.3,26.9,6.4,25.9,1.3764,103.8492
Ang Mo Kio,2022-03-21,0.2,29.4,34.4,26.4,5.8,24.7,1.3764,103.8492
Ang Mo Kio,2022-03-22,0.1,29.7,34.8,26.9,6.1,24.8,1.3764,103.8492
Ang Mo Kio,2022-03-23,1.2,28.8,34,26,5.8,27.9,1.3764,103.8492
Ang Mo Kio,2022-03-24,1.2,28.6,34.9,25.1,4.7,29.8,1.3764,103.8492
Ang Mo Kio,2022-03-25,0.2,28.4,34.6,24.9,4.8,33.8,1.3764,103.8492
Ang Mo Kio,2022-03-26,4.4,28.2,34.6,25.2,5.1,29.8,1.3764,103.8492
Ang Mo Kio,2022-03-27,0,29,35.2,25.1,4.3,29.8,1.3764,103.8492
Ang Mo Kio,2022-03-28,15.2,28.1,34.1,24.4,5,41.9,1.3764,103.8492
Ang Mo Kio,2022-03-29,58,27.9,34,23.1,4.9,29.8,1.3764,103.8492
Ang Mo Kio,2022-03-30,0,29,34.7,25.8,4.9,24.8,1.3764,103.8492
Ang Mo Kio,2022-03-31,14,28.1,33.9,24,4.8,33.5,1.3764,103.8492
Ang Mo Kio,2022-04-01,0,29.1,35.2,25.7,4.4,27.8,1.3764,103.8492
Ang Mo Kio,2022-04-02,1.8,28.4,35.4,25.7,4,35,1.3764,103.8492
Ang Mo Kio,2022-04-03,5.6,26.8,30.7,24.5,3.8,27.8,1.3764,103.8492
Ang Mo Kio,2022-04-04,0,27.6,33.9,23.8,4.3,21.3,1.3764,103.8492
Ang Mo Kio,2022-04-05,0,27.8,30.5,26,5.9,27.4,1.3764,103.8492
Ang Mo Kio,2022-04-06,43,27.8,34.7,23,4.8,55.4,1.3764,103.8492
Ang Mo Kio,2022-04-07,0.2,26.4,27.9,24.8,5,24.4,1.3764,103.8492
Ang Mo Kio,2022-04-08,0,27.9,34.9,24.9,5,32.8,1.3764,103.8492
Ang Mo Kio,2022-04-09,2.6,26.7,30.8,23.2,4.6,40.4,1.3764,103.8492
Ang Mo Kio,2022-04-10,12.6,27.2,33,24.5,4.2,23,1.3764,103.8492
Ang Mo Kio,2022-04-11,16.2,26.7,31.7,23.4,3.7,35.9,1.3764,103.8492
Ang Mo Kio,2022-04-12,0.2,28.1,33.4,24.9,3.3,19.4,1.3764,103.8492
Ang Mo Kio,2022-04-13,0,28.4,32.7,26,4.5,27,1.3764,103.8492
Ang Mo Kio,2022-04-14,5.2,28.9,33.6,22.9,6,39.6,1.3764,103.8492
Ang Mo Kio,2022-04-15,6.6,28.6,32.2,24.6,5.7,38.5,1.3764,103.8492
Ang Mo Kio,2022-04-16,6.2,29.3,33.3,23.9,5,34.6,1.3764,103.8492
Ang Mo Kio,2022-04-17,14.8,28.6,34.4,25.6,5.4,33.5,1.3764,103.8492
Ang Mo Kio,2022-04-18,18.2,27.4,33.2,24.1,6.1,27,1.3764,103.8492
Ang Mo Kio,2022-04-19,36.6,27.3,33.5,23.6,4.4,40,1.3764,103.8492
Ang Mo Kio,2022-04-20,4,27.9,34,26,4,28.5,1.3764,103.8492
Ang Mo Kio,2022-04-21,13,26.1,27.7,24,3.7,29.1,1.3764,103.8492
Ang Mo Kio,2022-04-22,0,28.6,33.3,24.8,6.1,30.2,1.3764,103.8492
Ang Mo Kio,2022-04-23,28.8,28.4,34,23.1,4.6,42,1.3764,103.8492
Ang Mo Kio,2022-04-24,0,29.1,32.1,26.5,4.6,23,1.3764,103.8492
Ang Mo Kio,2022-04-25,26.8,28.2,32.7,24.6,4,32.4,1.3764,103.8492
Ang Mo Kio,2022-04-26,0,28.7,32.1,25.7,3.4,16.5,1.3764,103.8492
Ang Mo Kio,2022-04-27,0,28.2,33.1,26.6,4.1,27.4,1.3764,103.8492
Ang Mo Kio,2022-04-28,15.6,28.2,34,24.9,3.7,27,1.3764,103.8492
Ang Mo Kio,2022-04-29,0,29.3,33.7,25.9,4.8,25.2,1.3764,103.8492
Ang Mo Kio,2022-04-30,38.6,28.1,33.5,24.6,4.3,31.7,1.3764,103.8492
Ang Mo Kio,2022-05-01,0,28.7,32.4,26.5,4.6,22.4,1.3764,103.8492
Ang Mo Kio,2022-05-02,6.4,28.3,31.7,24.3,5.9,32.8,1.3764,103.8492
Ang Mo Kio,2022-05-03,1.2,28.8,32.4,25.3,6.9,29.8,1.3764,103.8492
Ang Mo Kio,2022-05-04,49.2,28.3,31.2,23.7,6.8,30.6,1.3764,103.8492
Ang Mo Kio,2022-05-05,0,29.7,32.6,27.3,5.4,21.3,1.3764,103.8492
Ang Mo Kio,2022-05-06,0,30.2,34.5,27.9,6,24.4,1.3764,103.8492
Ang Mo Kio,2022-05-07,19.4,27.7,31.4,23.5,5.8,35,1.3764,103.8492
Ang Mo Kio,2022-05-08,1,28.1,30.3,25.7,5.3,24.4,1.3764,103.8492
Ang Mo Kio,2022-05-09,6.4,29.4,33.7,24.9,9,37.4,1.3764,103.8492
Ang Mo Kio,2022-05-10,0,30.3,34.4,27,7.8,31.7,1.3764,103.8492
Ang Mo Kio,2022-05-11,27.4,27.9,30.7,24.1,4.5,30.2,1.3764,103.8492
Ang Mo Kio,2022-05-12,0,30,34.6,26.9,6.5,35,1.3764,103.8492
Ang Mo Kio,2022-05-13,0,30,35.6,26.8,4.1,19.8,1.3764,103.8492
Ang Mo Kio,2022-05-14,0,29.8,34.7,27.3,6.1,30.6,1.3764,103.8492
Ang Mo Kio,2022-05-15,2.8,28.7,33.9,24.4,5.1,29.8,1.3764,103.8492
Ang Mo Kio,2022-05-16,56.6,27.1,30.9,23.5,4.9,30.2,1.3764,103.8492
Ang Mo Kio,2022-05-17,0,29.4,33.6,25.7,5.2,22.6,1.3764,103.8492
Ang Mo Kio,2022-05-18,0,30.4,34.9,27.1,5.8,23.7,1.3764,103.8492
Ang Mo Kio,2022-05-19,4.8,28.3,32.7,25.4,5.2,28.2,1.3764,103.8492
Ang Mo Kio,2022-05-20,1.2,28.1,33.8,25.4,3.9,32.4,1.3764,103.8492
Ang Mo Kio,2022-05-21,0,29.2,34,25.9,4.5,23.7,1.3764,103.8492
Ang Mo Kio,2022-05-22,0,29.9,33.3,27.3,5.6,28.5,1.3764,103.8492
Ang Mo Kio,2022-05-23,1.6,29.4,33.5,25.4,4.7,27,1.3764,103.8492
Ang Mo Kio,2022-05-24,0,29.5,34,25.8,5.6,28.9,1.3764,103.8492
Ang Mo Kio,2022-05-25,20.2,27.8,34.5,24.3,6.1,43.2,1.3764,103.8492
Ang Mo Kio,2022-05-26,0,28.9,33.7,24.6,4.8,22.4,1.3764,103.8492
Ang Mo Kio,2022-05-27,0,30.2,34.9,27.4,5.5,27,1.3764,103.8492
Ang Mo Kio,2022-05-28,0,29.7,33.1,27,6.4,29.1,1.3764,103.8492
Ang Mo Kio,2022-05-29,0,30.8,35.2,28.1,5.9,26.7,1.3764,103.8492
Ang Mo Kio,2022-05-30,0,30.9,35.6,27.4,5.5,23.7,1.3764,103.8492
Ang Mo Kio,2022-05-31,0,30.3,35.1,27.7,5.4,24.1,1.3764,103.8492
Ang Mo Kio,2022-06-01,0,29.5,31.7,27.9,5.5,25.9,1.3764,103.8492
Ang Mo Kio,2022-06-02,2.4,28.3,30.8,24.8,6.3,28.5,1.3764,103.8492
Ang Mo Kio,2022-06-03,9.2,28,30.5,24.4,4.3,36.3,1.3764,103.8492
Ang Mo Kio,2022-06-04,6.8,28.7,33.7,23.3,4.9,25.9,1.3764,103.8492
Ang Mo Kio,2022-06-05,1.8,28.1,32.7,25.8,4.3,27.4,1.3764,103.8492
Ang Mo Kio,2022-06-06,0,28.8,32.1,25.6,5.3,25.9,1.3764,103.8492
Ang Mo Kio,2022-06-07,1.4,27.7,30,26.1,3.8,22,1.3764,103.8492
Ang Mo Kio,2022-06-08,11.4,28.3,34.2,24.6,4.8,24.1,1.3764,103.8492
Ang Mo Kio,2022-06-09,0,27.6,31.8,25.7,3.9,35.2,1.3764,103.8492
Ang Mo Kio,2022-06-10,1.6,28.6,34.4,25,3.8,33.2,1.3764,103.8492
Ang Mo Kio,2022-06-11,21,27.3,31.8,23.1,6.1,29.8,1.3764,103.8492
Ang Mo Kio,2022-06-12,0,27.5,30.2,25.5,5,23.3,1.3764,103.8492
Ang Mo Kio,2022-06-13,20,27.2,32.3,24.1,3.7,33.9,1.3764,103.8492
Ang Mo Kio,2022-06-14,0.4,28.2,32,25.2,5,30.6,1.3764,103.8492
Ang Mo Kio,2022-06-15,3.6,28,31.7,24.7,4.6,28.5,1.3764,103.8492
Ang Mo Kio,2022-06-16,45.4,26.2,29.6,22.8,4.6,35.6,1.3764,103.8492
Ang Mo Kio,2022-06-17,0,27.5,31.1,24.2,4.7,31.6,1.3764,103.8492
Ang Mo Kio,2022-06-18,12.4,27.2,30.5,23.9,4.6,31.3,1.3764,103.8492
Ang Mo Kio,2022-06-19,12.3,27.2,30.4,24.2,4.9,30.6,1.3764,103.8492
Ang Mo Kio,2022-06-20,2.7,27.5,30.4,24.9,4.8,26.7,1.3764,103.8492
Ang Mo Kio,2022-06-21,0.8,27.3,30.3,24.3,4.5,29.8,1.3764,103.8492
Ang Mo Kio,2022-06-22,3,28.1,31.3,25.5,5.6,26.3,1.3764,103.8492
Ang Mo Kio,2022-06-23,7,27.2,29.5,25,4.4,24.1,1.3764,103.8492
Ang Mo Kio,2022-06-24,0,27.7,31,24.8,4.6,24.1,1.3764,103.8492
Ang Mo Kio,2022-06-25,7,26.9,29.2,24.1,4.6,28.2,1.3764,103.8492
Ang Mo Kio,2022-06-26,0,28.9,33.1,26.4,5.3,25.2,1.3764,103.8492
Ang Mo Kio,2022-06-27,0,29.5,33.3,27.3,5.4,25.9,1.3764,103.8492
Ang Mo Kio,2022-06-28,0,28.1,32.8,25.8,4.7,34.6,1.3764,103.8492
Ang Mo Kio,2022-06-29,0,28.9,33,25.7,6,26.7,1.3764,103.8492
Ang Mo Kio,2022-06-30,4.4,27.5,29.8,24.4,6.4,40.4,1.3764,103.8492
Ang Mo Kio,2022-07-01,0,29.3,32.6,27,6.2,35.9,1.3764,103.8492
Ang Mo Kio,2022-07-02,0,29.5,32.5,26.9,6.1,32.4,1.3764,103.8492
Ang Mo Kio,2022-07-03,0,29.8,32.9,27.4,5.2,25.6,1.3764,103.8492
Ang Mo Kio,2022-07-04,1,29.4,33.9,27.4,5.4,23,1.3764,103.8492
Ang Mo Kio,2022-07-05,0.8,27.7,31.3,25.7,5.7,50,1.3764,103.8492
Ang Mo Kio,2022-07-06,0,28.7,32.3,26.7,4.3,22,1.3764,103.8492
Ang Mo Kio,2022-07-07,0,30,33.6,27.2,5.6,26.7,1.3764,103.8492
Ang Mo Kio,2022-07-08,20.6,28.7,32.2,23.4,6.6,52.2,1.3764,103.8492
Ang Mo Kio,2022-07-09,0,30.1,33.5,27.4,5,23,1.3764,103.8492
Ang Mo Kio,2022-07-10,14,28.1,29.7,23.6,5.9,36.3,1.3764,103.8492
Ang Mo Kio,2022-07-11,0,28.8,32.6,26.1,5.2,25.9,1.3764,103.8492
Ang Mo Kio,2022-07-12,0,29,31.8,27.6,6.3,27.8,1.3764,103.8492
Ang Mo Kio,2022-07-13,0,29.1,32,26.8,5.4,24.1,1.3764,103.8492
Ang Mo Kio,2022-07-14,0,29.2,33.8,27.7,5.3,28.2,1.3764,103.8492
Ang Mo Kio,2022-07-15,1.4,29.1,32.3,27.4,6.1,26.7,1.3764,103.8492
Ang Mo Kio,2022-07-16,0,29.6,32.6,27.7,7,33.2,1.3764,103.8492
Ang Mo Kio,2022-07-17,0,30.1,33.8,28.3,8.8,28.9,1.3764,103.8492
Ang Mo Kio,2022-07-18,0,30,33.4,28.2,7.7,27,1.3764,103.8492
Ang Mo Kio,2022-07-19,0,30.1,33.9,28,8.7,26.7,1.3764,103.8492
Ang Mo Kio,2022-07-20,12.8,27.1,30,22.5,6.3,43.9,1.3764,103.8492
